3
288.248 2.125 1.000
288.248 2.375 1.000
288.248 2.625 -1.000
288.248 2.875 -1.000
288.248 3.125 -2.000
288.248 3.375 -2.000
288.248 3.625 -1.000
288.248 3.875 -1.000
288.248 4.125 -0.500
288.248 4.375 -0.500
288.248 4.625 -1.500
288.248 4.875 -1.500
288.759 2.125 1.500
288.759 2.375 1.500
288.759 2.625 -1.500
288.759 2.875 -1.500
288.759 3.125 -1.500
288.759 3.375 -1.500
288.759 3.625 -0.500
288.759 3.875 -0.500
288.759 4.125 -1.000
288.759 4.375 -1.000
288.759 4.625 -2.000
288.759 4.875 -2.000
289.251 2.125 2.000
289.251 2.375 2.000
289.251 2.625 -1.500
289.251 2.875 -1.500
289.251 3.125 -1.500
289.251 3.375 -1.500
289.251 3.625 0.0
289.251 3.875 0.0
289.251 4.125 -1.500
289.251 4.375 -1.500
289.251 4.625 -1.500
289.251 4.875 -1.500
289.745 2.125 2.000
289.745 2.375 2.000
289.745 2.625 0.500
289.745 2.875 0.500
289.745 3.125 -1.000
289.745 3.375 -1.000
289.745 3.625 0.500
289.745 3.875 0.500
289.745 4.125 -1.000
289.745 4.375 -1.000
289.745 4.625 -1.500
289.745 4.875 -1.500
290.27 2.125 2.000
290.27 2.375 2.000
290.27 2.625 0.0
290.27 2.875 0.0
290.27 3.125 0.0
290.27 3.375 0.0
290.27 3.625 0.500
290.27 3.875 0.500
290.27 4.125 -1.000
290.27 4.375 -1.000
290.27 4.625 -1.500
290.27 4.875 -1.500
290.761 2.125 1.000
290.761 2.375 1.000
290.761 2.625 1.000
290.761 2.875 1.000
290.761 3.125 -0.500
290.761 3.375 -0.500
290.761 3.625 1.000
290.761 3.875 1.000
290.761 4.125 -0.500
290.761 4.375 -0.500
290.761 4.625 -1.500
290.761 4.875 -1.500
291.248 2.125 2.500
291.248 2.375 2.500
291.248 2.625 1.000
291.248 2.875 1.000
291.248 3.125 0.0
291.248 3.375 0.0
291.248 3.625 1.500
291.248 3.875 1.500
291.248 4.125 -0.500
291.248 4.375 -0.500
291.248 4.625 -0.500
291.248 4.875 -0.500
291.747 2.125 2.000
291.747 2.375 2.000
291.747 2.625 1.500
291.747 2.875 1.500
291.747 3.125 1.000
291.747 3.375 1.000
291.747 3.625 1.000
291.747 3.875 1.000
291.747 4.125 -1.500
291.747 4.375 -1.500
291.747 4.625 -1.500
291.747 4.875 -1.500
292.25 2.125 2.000
292.25 2.375 2.000
292.25 2.625 1.500
292.25 2.875 1.500
292.25 3.125 0.500
292.25 3.375 0.500
292.25 3.625 0.500
292.25 3.875 0.500
292.25 4.125 -1.000
292.25 4.375 -1.000
292.25 4.625 -1.000
292.25 4.875 -1.000
292.753 2.125 2.000
292.753 2.375 2.000
292.753 2.625 4.500
292.753 2.875 4.500
292.753 3.125 3.500
292.753 3.375 3.500
292.753 3.625 -1.000
292.753 3.875 -1.000
292.753 4.125 -1.000
292.753 4.375 -1.000
292.753 4.625 -0.500
292.753 4.875 -0.500
293.269 2.125 1.500
293.269 2.375 1.500
293.269 2.625 4.000
293.269 2.875 4.000
293.269 3.125 3.000
293.269 3.375 3.000
293.269 3.625 -1.000
293.269 3.875 -1.000
293.269 4.125 -0.500
293.269 4.375 -0.500
293.269 4.625 1.000
293.269 4.875 1.000
293.752 2.125 2.000
293.752 2.375 2.000
293.752 2.625 4.500
293.752 2.875 4.500
293.752 3.125 2.500
293.752 3.375 2.500
293.752 3.625 -1.000
293.752 3.875 -1.000
293.752 4.125 0.0
293.752 4.375 0.0
293.752 4.625 1.000
293.752 4.875 1.000
294.252 2.125 2.500
294.252 2.375 2.500
294.252 2.625 1.500
294.252 2.875 1.500
294.252 3.125 0.500
294.252 3.375 0.500
294.252 3.625 -1.000
294.252 3.875 -1.000
294.252 4.125 -0.500
294.252 4.375 -0.500
294.252 4.625 -0.500
294.252 4.875 -0.500
294.771 2.125 2.000
294.771 2.375 2.000
294.771 2.625 1.500
294.771 2.875 1.500
294.771 3.125 1.000
294.771 3.375 1.000
294.771 3.625 1.000
294.771 3.875 1.000
294.771 4.125 -1.000
294.771 4.375 -1.000
294.771 4.625 -1.000
294.771 4.875 -1.000
295.263 2.125 2.500
295.263 2.375 2.500
295.263 2.625 2.000
295.263 2.875 2.000
295.263 3.125 0.0
295.263 3.375 0.0
295.263 3.625 -0.500
295.263 3.875 -0.500
295.263 4.125 -0.500
295.263 4.375 -0.500
295.263 4.625 -2.000
295.263 4.875 -2.000
295.746 2.125 2.000
295.746 2.375 2.000
295.746 2.625 2.000
295.746 2.875 2.000
295.746 3.125 1.500
295.746 3.375 1.500
295.746 3.625 0.500
295.746 3.875 0.500
295.746 4.125 -0.500
295.746 4.375 -0.500
295.746 4.625 -0.500
295.746 4.875 -0.500
296.252 2.125 1.500
296.252 2.375 1.500
296.252 2.625 2.000
296.252 2.875 2.000
296.252 3.125 1.500
296.252 3.375 1.500
296.252 3.625 1.000
296.252 3.875 1.000
296.252 4.125 1.000
296.252 4.375 1.000
296.252 4.625 -0.500
296.252 4.875 -0.500
296.76 2.125 1.500
296.76 2.375 1.500
296.76 2.625 2.500
296.76 2.875 2.500
296.76 3.125 0.0
296.76 3.375 0.0
296.76 3.625 0.500
296.76 3.875 0.500
296.76 4.125 0.0
296.76 4.375 0.0
296.76 4.625 0.0
296.76 4.875 0.0
297.257 2.125 1.500
297.257 2.375 1.500
297.257 2.625 2.000
297.257 2.875 2.000
297.257 3.125 0.500
297.257 3.375 0.500
297.257 3.625 1.500
297.257 3.875 1.500
297.257 4.125 0.500
297.257 4.375 0.500
297.257 4.625 0.0
297.257 4.875 0.0
297.765 2.125 2.000
297.765 2.375 2.000
297.765 2.625 2.000
297.765 2.875 2.000
297.765 3.125 1.500
297.765 3.375 1.500
297.765 3.625 1.000
297.765 3.875 1.000
297.765 4.125 2.500
297.765 4.375 2.500
297.765 4.625 0.0
297.765 4.875 0.0
298.251 2.125 2.000
298.251 2.375 2.000
298.251 2.625 2.500
298.251 2.875 2.500
298.251 3.125 1.000
298.251 3.375 1.000
298.251 3.625 1.000
298.251 3.875 1.000
298.251 4.125 3.000
298.251 4.375 3.000
298.251 4.625 1.000
298.251 4.875 1.000
298.748 2.125 2.500
298.748 2.375 2.500
298.748 2.625 2.000
298.748 2.875 2.000
298.748 3.125 1.000
298.748 3.375 1.000
298.748 3.625 1.500
298.748 3.875 1.500
298.748 4.125 1.000
298.748 4.375 1.000
298.748 4.625 0.0
298.748 4.875 0.0
299.251 2.125 2.500
299.251 2.375 2.500
299.251 2.625 2.500
299.251 2.875 2.500
299.251 3.125 2.000
299.251 3.375 2.000
299.251 3.625 2.000
299.251 3.875 2.000
299.251 4.125 1.500
299.251 4.375 1.500
299.251 4.625 0.0
299.251 4.875 0.0
299.751 2.125 2.500
299.751 2.375 2.500
299.751 2.625 2.000
299.751 2.875 2.000
299.751 3.125 1.500
299.751 3.375 1.500
299.751 3.625 2.000
299.751 3.875 2.000
299.751 4.125 1.500
299.751 4.375 1.500
299.751 4.625 0.500
299.751 4.875 0.500
300.265 2.125 2.500
300.265 2.375 2.500
300.265 2.625 2.000
300.265 2.875 2.000
300.265 3.125 -1.500
300.265 3.375 -1.500
300.265 3.625 1.000
300.265 3.875 1.000
300.265 4.125 2.500
300.265 4.375 2.500
300.265 4.625 0.500
300.265 4.875 0.500
300.762 2.125 2.000
300.762 2.375 2.000
300.762 2.625 2.500
300.762 2.875 2.500
300.762 3.125 -2.000
300.762 3.375 -2.000
300.762 3.625 0.0
300.762 3.875 0.0
300.762 4.125 2.000
300.762 4.375 2.000
300.762 4.625 1.500
300.762 4.875 1.500
301.251 2.125 2.500
301.251 2.375 2.500
301.251 2.625 1.500
301.251 2.875 1.500
301.251 3.125 -1.000
301.251 3.375 -1.000
301.251 3.625 0.0
301.251 3.875 0.0
301.251 4.125 1.000
301.251 4.375 1.000
301.251 4.625 2.500
301.251 4.875 2.500
301.748 2.125 3.000
301.748 2.375 3.000
301.748 2.625 4.000
301.748 2.875 4.000
301.748 3.125 1.000
301.748 3.375 1.000
301.748 3.625 1.500
301.748 3.875 1.500
301.748 4.125 2.500
301.748 4.375 2.500
301.748 4.625 1.500
301.748 4.875 1.500
302.272 2.125 2.500
302.272 2.375 2.500
302.272 2.625 3.500
302.272 2.875 3.500
302.272 3.125 2.500
302.272 3.375 2.500
302.272 3.625 4.000
302.272 3.875 4.000
302.272 4.125 1.500
302.272 4.375 1.500
302.272 4.625 2.000
302.272 4.875 2.000
302.753 2.125 3.000
302.753 2.375 3.000
302.753 2.625 2.000
302.753 2.875 2.000
302.753 3.125 1.000
302.753 3.375 1.000
